
4000 2 0.011303
4000 2 0.000059
4000 2 0.000062
4000 2 0.000061
4000 2 0.000052
4000 4 0.008967
4000 4 0.000074
4000 4 0.000091
4000 4 0.000078
4000 4 0.000080
4000 8 0.000167
4000 8 0.000151
4000 8 0.000150
4000 8 0.000143
4000 8 0.000149
4000 16 0.000350
4000 16 0.000350
4000 16 0.001510
4000 16 0.000376
4000 16 0.015109
4000 32 0.001020
4000 32 0.001014
4000 32 0.001013
4000 32 0.001032
4000 32 0.001011
4000 64 0.003617
4000 64 0.003617
4000 64 0.003618
4000 64 0.003606
4000 64 0.003620
4000 128 0.014700
4000 128 0.014757
4000 128 0.014681
4000 128 0.014695
4000 128 0.014932
